riddle,answer
"Whats black, white and re(a)d all over?",cow in hot lava
What has eyes but can't see?,patato
What has legs but can't walk??,chair     or table  
im fast witch ever way you put me in. ,racecar
What os spelled the same as it is frontwards as it iss backwards and is atype of car?,racecar
"One day a doctor and a lawer are driving along.  The doctor points over to an accident and says, ""thats my wife. "" Then the lawer reaches over and slaps him.  Why?",lawer was a woman
I start with F and end in uck?,firetruck
I hold things together and some people eat me. ,glue
Why was the knight afraid of a insect?,it was a dragonfly
"what do you call ""a find""?",search
THERE A 42 PUPILS AND 45 HIGHSCHOOL PUPILS AND 1 THEACHER HOW CAN THE THEACHER THEACH ALL PUPILS,theach the pupils
What do you call a lam that knows krate??,lam chop
why did the king draw in a straight line?,he was a ruler
i smell very bad and don't want to open what am i?,trash
"a man is running, though he dares not go home for there is a man in a mask that waits for him.  what is going on",they are playing baseball
"A man rides to town on Friday, stays there for two days and returns on Friday.  How is this possible?",mans horses name is friday
11+2=1    When will be the given sum true?,in watch
there are three oranges you take two how many have you got ?,youve got two
you take away one of my leters i'm still the same you take away two of my leters i'm still the same you take away three of my leters i'm still the same what am i?,mailmanmailbox
What was the presedents name in 1950?,goerge w  bush
"Once there was a cat family. The mommy cat and the daddy cat was having a walk with their sonny. They were crossing the road when a car dashed quickly across the road. Alas, the sonny was dead. Panickstricken the sad mommy said something to the daddy. What was said by the mommy to the daddy?",miaowmiaow   
Imagine you are driving in a car and you aren't paying any attention and suddenly you drive off a dock and into the ocean! The doors are locked and the windows wont open.  You don't have anything strong to break the window with.   What do you do?,just stop imagining
"a man in new mexico went to mexico for 7 days on a hourse on may 12,2007 and came back on may12 2007 how is it possiable",hourses name is may122007
In the middle of NIGHT got what?,answer is g
What doyouget whenyoucross a German Sheperd and a Giraffe. ,watchdog on the 14th floor
"What has five eyes, but cannot see?",missisippi river
People who make them don't use them.  People who buy them dont want them.  People who use them dont like them.  What are they?,baby diapers
"What starts with Nin, and ends your life?",ninja
there is an plain it crashes every single person dies 1 man survives . how is it possible ?,man is married
"We are on the feild for every game, and our team never loses, yet we have never scored a point.   What team are we?",team of officials of course
What has many fans but is not famous?,summer time
A boat tips over and there are three men in it.  All three men go all the way under water but only two get their hair wet.  Why?,one is bald
what has 18 legs and ctches flies?,baseball team
i am skinny and i am decapitated and H is always trying to get in front of me!(he always is)Who am i?,lowercase i
In each calendar you will find Sunday before Monday.  But where will you find Monday before Sunday?,in a dictonary
eb ihfqbfhyavbgyfvggvft advftug avdfjgvsagfvsdgjvdugtdsav ywgbavfvedsakufvgdah b,wtf
"Billy went on Tuesday, but left on Friday.  How is this possible?",horses name was tuesday
If a rooster laid an egg on the roof which way would it roll?,roosters do not lay eggs
what is in the middle of nowhere?,h nowhere
A cowboy went to an inn on Friday. He stayed 2 nights and left on Friday. How can this be?,his horse was called friday
What has wheels and flies?,garrbage truck
"Two men standing together, one says, ""Brothers and sisters have I none, but this man's father is my father's son. "" How are they related?",two men are father  son
i go around the block but dont move what am i,gate
"What animal is small, hops, and is kept in a mother's pouch??",baby kangaroo joey
"I have 4 legs but can't walk, 3 eyes but can't see, twenty arms but can't grab, what am I?",lair
it is raining and adam do not has his raincoat on but after sometime under the rain his hair is not wet,because he his bald
I am the most evil person in the world.   I am impossible to see though many see me up above.   Light is one of my weakneses.   Who am I?,devil
why we can sleep in car,tyre
you have to coin that = 35.  One of them is not a dime,25 and 10
A woman pushing her car stops outside a hotel and imediatly goes bankrupt.  How did this happen!,she was playing monopoly
"What has 2 head, 4 eyes, 6 legs and a tail?",man on horse
a amn is standing in the middle of a street and he has nothing to cover him but he dousnt get a hair on his head wet why,he has no hair
"What has 2 horns, 6 legs, 4 eyes and has 2 Buts",bull and the bull rider
there are 8 cars in a parkway? 2 left while 4 of them came back?,there were only four carsyoubum
"What has a bank, but no money. ",river bank
I'm Never true   I'm Never false  So. .   What is the riddle,true or false
In a green house there is a pink house and in the pink house there are hundreds of babies. What am I?,water melon
you can only see it in the eyes of reflection  you can only touch it in the hands of your own  you can only find it in the others eyes  you can only kill it in the death of your own,your face
what game can you never win but never lose,one you dont play
A man shot someone in a crowded room surrouded by policemen but was not arrested how is this possible?,it was a camera shot
"You go to a cinema but there are no seats left.  Your friend is already inside sitting on the chair, you go inside the cinema,and you sit next to your friend.    How is this possible?",someone left the cinema
A man rode his horse Thursday and came back three days later on Thursday.  How can this be?,his horses name is thursday
"What listens and sees, and then talks and shows the same amount?",video recorder
"I cannot run,I cannot talk. I cannot see, I feel your hand moving around me. What am I?",keyboard mouse
"what is brown when you buy it,  and multicoloured when you are finished with it?",garden shed being painted
"What does everybody know about but nobody has seen, some say they are real some say they are not?",aliens
"A man rode into a town with his horse on the 25th of June.  He stayed in the town for 3 weeks, then left on June.   How is this possible?",his horses name was june
what did the crowd say to the lousy ghost comedian,boooooo
"Jacks mum has four children. . .   One named North,  One named East,  One named South,  What is the 4th Child Called?",jack
How much is 25 cents. ,quarter of dollar
I sting people badly until they die.  I have a long tail and have claws.  What am I?,scorpion
You throw away the outside an dcook the inside.  Then you eat the outside and throw away the inside.  What did you eat?,corn on the coaba chicken
Marco and his brother Mike go on a trip.  The look south they see the earth they look north they see stars how is this posible?,they are in space
"I am larger in daytime, and smaller at nighttime.  What am I? Note: There is only one correct answer. ",cats eye
Which ways more? 100 pounds of rocks OR 100 pounds of whipped cream?,neither  theyre both 100 pounds
One side is heavy one side is not. What am I?   Want a hint: One side is not,not   noto lbs  ton100lbs
"When confused look to me.  I have no answers, but i look back on every question.  What you need, i have no clue.  My broken space will never be filled. ",question mark
I have a towel that never gets dry.  What is it?,my tongue
"I say I'm ugly, you say I'm pretty.  I say I'm fat, you say I'm skinny.  I say I'm short you say I'm tall.  Whatever am I?",super model
"What has roots as nobody sees,  Is taller than trees,  Up, up it goes,  And yet it never grows?",mountian
"Black within, Red without,  With four corners round about.    What am I?",chimny
"On an open field was a guy. There was nobody around,and he could not move. There was an unopen pakage next to him. What was the pakege?",parashoot
"A boy and his father are a car the car crashes and the farther is fine but the young man is in a bad way and needs to be opperated on, but the opperator said i can not apperate on him evryone asks why and the opperator said hes my son? who is the opporator",his mother is the opperator
"Not meaning to offend it's creator, but perhaps this ""contemporary"" PHRASING would make it easier for some.    It may or may not put out a flame.   Being fragile, you need to apply it carefully.    It can't break, but with overuse it will quickly wear thin - thereby    rendering itself ineffectual. ",my excuse
One of these is all you really need  To stop a cut when it starts to bleed.    What am I?,bandaid
if 2p in change would be 1p so what would be 10p?,5p
WHAT DO U CALL A CHICKEN THAT CROSSED THE ROAD?,dead chicken  hahaha
This is a test riddle,no answer here
"What has four legs, a tail and goes ""OOM OOM?""",cow walking backwards
"There was a car crash.   In the car crash there was a boy and his father.   They were rushed to different hospitals in different ambulances.   When the boy arrived they had to do surgery on him.   The sergion says ""i can not opperate on this boy, he is my son"".   How can this be?",sergion was boys mother
"A man and his son, John, were driving to a movie theater.  Halfway to the theater, they get in a car crash.  The man is dies and John is sent to a hospital.  He is taken into surgery.  When the doctor looked at John, the doctor says "" I can't operate on him.  He is my son John. "" Who was the doctor?",doctor was johns mother
I am thinking of a number from 1 to 10 what number do you think I am?,answer is 6
90 people are on the train 50 people get off and 100 people get on how many are on the train all together,140
"A man rides into a village on Wednesday, stays for two days, and rides back out of the village on Wednesday.  How did he do it?",horse was called wednesday
"I used to come from below,  A very long time ago!         now,  The Queen sits upon me,  But i am not a throne!  I can make you rich,  But not if Im alone!     What am I??????",coins uksterling
what are the group of sheephunters also known as?,welshmens
What is spelled wrong in the dictionary?,wrong because wrong is wrong
What expression is in the following?      theredface,red in the face
I flow like a beautiful river but if you drink me I will kill you in a second.  What am I?,mercury element
What can go up a chimeny down but not down a chimeny up?,umberella
I am a Country and I am also a type of water.  What am I?,poland spring 
I am watched all over the world and the bigest event ever to be seen.  What am I?,wrestlemania
The top drops the music stops what am I?,music box
two ships are in the water.  they each fire one missle at the other.  neither missle hit its target.  but there were no counter measures launched.  and nothing entered the airspace during the time.  and radar showed the missles were destroyed.  how is that so?,they flew into each other
when did the dog say food,at 500
"what hears but has no ears, what speakes but has no mouth?",headphones
"A 16 year old girl doesn't have a good relationship with her father, and she never will.  Her mom doesn't ask her to try to get a relationship with him either.  Why not?",her father is dead
Why wasn't Catrina put in jail after killing hundreds of people?,because she was a hurricane
"One in a minuate,  Twice in a moment,  But not once in a thousand years. ",awnser is m
all of the buildings are black and there is no electricety and all the cars are painted black and a car is coming and there is a dog how can not see or hear and how can the persone in the car see the dog the person cant hear,cause daylight
There were these scientist who found a new type of cell.  they fpund out that every minute is dublicated to two cells.  so they put them in a jar at 10:00 and the jar was full at 12:00.  what time was it half full?,1159
"If you buy something, you lose me  If you sell something, you get me  People want it and I am only paper  I start at 1 to 100  What am I?",dollar bills
What gets bigger as you take things out of it (2 answers) ?,hole or room
Some consider it evil in many ways  Types of venom people it slays  Corrupting killing harmful it stays  Confusing their mind like a maze,poision
"There is a big ground with black spots,and in that there are some small black soldier which troubles the ground. ",our hair
what goes up but never come down?,our age
A man was shot while driving his car alone.  there was no bullet holes on his car and the windows were up.  How was he killed?,hes driving a chorvette
what boss do corn hate the most?,kernal
There were 23 birds sitting on a tree and a hunter shot 1.  How many left?,none they all flew away
Why do birds fly south,its too far to walk
why is number ten scared of number seven?,because seveneight nine                ate
"You go out with $300 and somebody took it, you told them too 6 days later you go get it back from them.  Who took the money?",banker
"Your in a race and you pass the person in 2nd place,What place are you in?",you are in 2nd place 
If 7 maids with 7 mops clean 7 floors in 7 hours.   Then how long does it take for 3 maids with 3 mops to clean 3 floors?,7hrs
"I say Hello in some type of way.   Yet you seem to ignore me everyday.   I get treated like nothing, like a piece of dirt,  Everytime you walk by, I get hurt.   What am I?",welcome mat
"If a clock reads 3:15, what is the length between the two hands?",hands are touching
what is the word opposite of noisy,quiet
Im big as a whale and I roll like the sea.  My cousin is even bigger than me.  What am I?,hills
what do you call a fish with no i's?,fsh
My brother got married on 7/7/2009.  My sister got married on the same day same time and same place.  How?,they married each other
What happens when you step on a selfish cat?,it meows  get it meows
"the beggining of eternity ,the en of time and space ,the beginning of every end and the end of every place",i dont no
What looks at you when starring at your self.  what does what you do. ,your reflction
What has one hundred legs but does not walk,50x2100 50 panties   
"What do you call a bear with mp arms, legs, or a head?",berry  
Justien is trying to buy a car that cost 10000 and the interst rate is 50 precent.whatiz the total. ,10005050000
"I suck at writing riddles.  Everyone hates my riddles.  No one get's my riddles, and I laugh at myself when I don't know what people are talking about, and they are laughing at me.  Who am I?",riddlerhe sucks at doing riddles
Where do fish keep their cash?,in the river bank
"As I was going to St. Ives I met a man with seven wives, every wife had seven sacks, every sack had seven cats, every cat had seven kittens, every kitten had seven mittens.  How many were going to St. Ives",one me lol
What has a tongue but doesnt speak??,sneaker
I run in feilds and streets and at night i'm under the bed ready to be feed the next day.  What am I?,shoes or boots
Imagine that you are walking down the street and you are anaphalactic and a bee stings you. you wake up but now you do not know that you are anaphalactic so they tell you that you are and you faint.  you wake up! where are you?,reading this riddle of coarse
What is short in the west and long in the east?,youre shaddow
"A farmer had a stone that he used to measure grain on his scale.  One day his neighbor borrowed the stone, and when he returned, it was broken into four pieces.  The neighbor was very apologetic, but the farmer thanked the neighbor for doing him a big favor.  The farmer said that now he can measure his grain in one pound increments starting at one pound all the way to forty pounds (1, 2, 3, 17, 29, 37, etc. ) using these four stones.    How much do the four stones weigh?",40 lbs
I am plentiful in this world.  I can kill one and save another.  I can be invisible with the help of my friends of air and earth.  I am needed in order to live. ,water or h2o
what is black when you buy it red/orange when you use it and grey when you throw it away?,its charcoal
A hole is 6 feet deep and 6 feet wide.   How much dirt is in it?,none because a hole
"12 little figures  in a circle,round  No legs but 2 hands  And a special sounf  WWHAT AM I?",tick tock clock
They seem so long but theres only 24  Close to death is when you want more.    What is it?,hour
"Bobs mom has four kids Bill,Becky,and Bernie.  Who's the fourth child?",bob
"What can be as big as an elephant, but doesn't weigh anything?",shadow of elephant
"I have holes, but i never break.   Some people like me but some hate me.    What am I",swiss cheese
Some were big and some were small but they are gone and we don't have to worry at all  What am I?,dinosaur
"i coolyoudown, i spin around quite fast. what am i?",im  a fan
"I am everywhere you look, no matter time of day.  You   can see me in the people's faces as they walk away.  I've been around forever, I am not about to leave.  Many have fought to save me, because it's what they believe.  I have been at every war, since the first I can remember.  And suprisingly enough, in those days I was lost every december.  What am I?",human life
When I am backwards I am one hundreth of me. ,number 100
i zap through fast but you see me slow. ,dreem
"Measure stormy weather, or fair  Yet not to be bargained for an underwater tower  Nor useless for a trapped princess; plight  Find yourself another phrase,  Suit yourself, without your height",barometer
there was a man in jail and his friend asked him who was his visitor.  he said brothers and sisters have i none but this mans father is my fathers son.  who is he,vistor was his son
what is the difference between a chicken and you?,chicken is much smarter
YOU BREATH ME IN YOU BREATH ME OUT ITS THE ONLY WAY TO BREATHE SO DON'T EVEN POUT.  WHAT AM I?,answer is air
where are in the woods with what,going find deer
If a rooster is on a hill and lays eggs.  Will it roll or remain seated?,rooster does not lay eggs
Imagine. . . . . . . your self in a small box. There is no way possible to get out. There is no doors or ways to get out. How do you get out?,you imagine yor self out
"A man has a green car.  One month later, the car is blue.    What happened?",he painted it
what am i ? I am brown all over and when people clean me out i can hear and when somebody hit me i turn red what am I?,ear
"I am the thing that makes oboes, clarinets, and Saxaphones play  What am I?",reed
These are the days that people will be taken up into a special place.    What place is this??,heaven with are real father
The more I dry the more I get wet.  What am I?,towel_
You may not think I am what I am but I know I am what I am.  The voices in my head tell I am what I am? What or who am I?,psycopath
"I am painted, I cannot run neither can I walk. what am I?",statchu
Why was the baby ant confused??,his uncles were is ants
1+2=5 how is this posable (the answer is 5),i lied
A word that everyone says incorrectly but yet this word can be said correctly. What is this word?,this word is incorrectly
What has teeth but dosnt bite. ,come
"A little boy has green eyes, the next day they are gray.  Monday the next week they are blue.  What color are they?",they are hazel
what is your name and doyouspell it?,i t spell it
what is in a tv ?,alphabet u
"What runs, but never walks?",running water
what relation would your father's sister's sister in law be to you?,your moither
What has a bottom but can't sit ?,lake
Half a circle full a circle half a cicle A half circle full a circle right angle what is it,coco cola
how can you make 7 even?,remove the s from it
"i hang high, im long, i live in a box, and i help people see clearly.  what am i?",floorescent light
Where does a bee like to spell?,in a spelling bee
What word do you get when you take half of the word of kitten and combine it with the name of a bodypart?,kitchen
What happens when you step on a cat?,it meows
What is your name? What is the color of the sky?What is the opposite of down?,your name blew up
Two Russions where walking down the street the one is the dad of the otherones son how do you explain that?,one is mom
"I follow you everywhere, I am always around you, You cannot get rid of me.  I see all,yet I cannot see or hear.  I am what keeps the world alive, what am I?",air itself
"I get trodded on every single day,I'm all different types of materials and am the lowest object on earth. What am I?",im the floor
WHAT IS SOMETHING THE STRONGEST MAN IN THE WORLD CANNOT HOLD FOR A HOUR?,their breath
What is the longest word in                     the dictionary?,elastic it streches
"You can do this once , but not once in your life. ",vote
Your go into the forest and get me you sit down to find me and our leave because you cant find me.  What am I?,sliver
What does everyone have that they can always count on?,their fingers
What do other people use but you dont??,dumbo ur name
What Can See Without Eyes?  What Can Hear Wihtout Ears?  What Can Climb Without Arms?,human imagination
50 ofyouwent to school and 20 of yalll didn't,502070
what is green an imitats washinton?,dallar bill
Why didn't the chicken cross the road?,he got ran over
What is the only word in the English language that sounds differant and has a differant meaning when you capitalize it?,polish
"eat us and we will give you strengh,  eat us and you we will makeyousuffocate,  We come in many shapes and sizes,  We come in one shape and size,  use as a tool for your disposal,  If we are lost and one is left,  with little luck only one can reunite us all.   Who are we?",we are chips
There was an elephant. Which part of it is the biggest?,elephants cave
what thing is in the middle of the sea?,litter e
Why is the kamod so thin?,to fit your phoosy in
"There once was a little girl,a little boy,a girl,a boy,a lady,and a gentleman. Upon all who can fly?why?",lady ladybugs can fly
"You like to hold it ,but you you always lose it. ",remote
I can run but zI can't walk.  What am I?,river stream or nose
23-23=5 HOW CAN THAT BE   THINK THINK DONT KNOW,by mistake
What did the chicken say when he crossed the road?,nothinghe didnt make it
think of a number 1 through 10. add 5. then add 10.  now subtract the number you started with. ,is your answer 15
1   11   21   1211   111221   312211   13112221    what number comes next?,1113213211
if the man said there was 40 more sweets in the shop why did 80 peolpe come in for the sweets?,because 40 people stole them
"Two households, both alike in dignity,   Equal in strength, where they're besieged,  Across many lands, they lay their scene,  From ancient grude, of light and dark,  To the rook and the nightingale for lark,  With the monarchy at complete unrest,  And infidels march to trap and test,  Yet in each household, A pair star-cross'd lovers fight,  Side by side, for husband and life,  In death the conflict comes to an end,  What eye shall miss, this toil shall stive to mend,  And begin again,",chess setchess pieces
It stares at you in the face all day without eyes.  It speaks without a mouth.  Its face always changes from one thing to the next. ,your television
What is more powerful than God. .   More evil than the devil. .   Rich people need. .   Poor people have. .   and if you eat it you will surely die??  What am I??,nothingnothing at all
"What short, skinny, and never been used ?",yo dick
Romeo and Juliet were found dead on the floor in a single bed room.  All that was found nearby was some broken glass and some water.  The house was in a remote location with nothing around except a railway station and a track.     How did Romeo and Juliet die?,romeo and juliet were fish
Im 300 pounds you saw me last night what am I?,yo mamma
"I can be light or dark, spelled in Canada and USA differently, and can be hard or liquid like what am I?",colorcolour
"It has a head, a tail, s brown, and has no legs.  What is it??",penny duh
"Iâ€™m never heard, never smelt  Iâ€™m never touched, Or never felt.   Begin in me, end in me  The more of me the less you see.   Iâ€™m there in forests and underground  And other places not to be found.   What am I?", darkness
"im green , black , red, i live in the dark and never see daylight what am i",dont noyoutell me
both of them have been through a lot of      together what are they?,buttcheeks
"I can make you successful, or make you a failure.  I am totally at your command.  Tell me what you want to change about you and I will do it automactilly. Be easy with me & I'll destroy you.  What am I?",habit
i m something a chef always use and a mudrer always use,knive
"A man walks into his bathroom and shoots himself right between the eyes using a real gun with real bullets.  He walks out alive, with no blood anywhere.  And no, he didn't miss and isn't Superman.    How did he do this?",man is jesusgod
"try to figure out  the last 4 digits of this number. . . . 561-985- call the cops, canyoufigure out the last 4 digits???? the first number of the last 4 is low so there you go. . .    call me ifyoucan() i mean i am a international supersyar i dont give my phone out 2 any1 that ask 4 it. . . . . . . . .      - gallant",0911 or 4911 or 2255
Arnold Swarchanager has a long one  Jamie Fox has a short one  the Pope can't use it   Maddona doesn't have one  what is it?,last name   duh
"What can a spider weave that eyes no eyes, yet still can see. ",website
What is black & small cannot be seen in the night and has something you want to bounce?,lotto
"I am dumb,and know many languages, i am deaf,but still spoken to and i connect love ones.   WHAT AM I",cellfone
What is ssssmartly sssssnake's best food?,smartly food
"Hi.  My name is sdxxxggmkhujfhbvbj (Means Jacks Waters)  He count 50 states and 50 books, How much did he count his books and US map?",1234567890 he hate math
"What is the beginning of the end, the end of time, the middle of yesterday, and nowhere in tommorrow?",its e
How does Mother Earth fish?,with north and south poles
What kind of soda must you not drink?,baking soda
"I can be red or green, some people like me but some people dislikes me.  For most people when they eat me. . .  their face turns red!",chili
What do you call a funny book about eggs?, yolk book
When is it dangerous to play cards?,when the joker is wild
What kind of eyeglasses do spies wear?,spyfocals
Why was the belt arrested?,for holding up his pants
What is a vampires favorite test?,blood test
"There are two parts of me.  The first part is like a pop can, If you do a certain action it makes a mess.  The second part Is sharp and thin and is used to pierce flesh.  Who or what am I?",shakespeare
"I carry stuff inside my pouch,  You can look inside me and out, I am treated  like a punching bad if I am squishy What am I?",pencilcase
"I smell like blue paint, pours like green paint, and i look like a red truck what am i ??",redpaint
"Oh lord! i am not worthy! i bend my limbs to the ground i cry, yet without a sound let me drink of waters deep and in silence i will weep what am i ??",willow
I go inside boots and outside shoes what am i ??,ankles
"I am a band that does not perform, sing, or act what am i ??",rubberband
Glittering points that downward thrust sparkling spears that never rust what am i ??,icicles
I have a small hill with seven holes what am i ??,head
"A thousand wheels, but move i do not call me what i am, call me a lot what am i ??",parkinglot
"In your fire you hear me scream, creaking and whining, yet i am dead before you lay me in your hearth what am i ??",log
I am the kind of soda you must not drink what am i ??,bakingsoda
"It may only be given, not taken or bought what the sinner desires, but the saint does not what is it?",forgiveness
"With a halo of water and a tongue of wood, stone as skin long i stood what am i?",castle
I am black and white and full of fuzz what am i ??,policecar
I am a small paradise surrounded by dryness and heat what am i ??,oasis
Send poorly behaved children to me and let them sit here what am i ??,corner
What is probably the most famous dinner party in history?,lastsupper
I am sometimes referred to as chips what am i ??,frenchfries
The only amusing part of the body what am i ??,youare
Makeup for finger tips what am i ??,nailpolish
I am an activity involving pins flying int eh air what am i ??,joggling
I am the word that is always spelled correctly by everyone what am i ??,correctly
"Ripped from my ancestors home, beaten and burned, i become a bloodthirsty killer what am i ??",ironore
I have a title and many pages i am a genteel of genteel descent i am a killer veteran of war i am a slave to my lord pledged to his service what am i ??,knight
The more holes you cover the lower i go what am i ??,recorder
"What am i doing if i ""split""?",leave
"If i tell you ""bg"", what am i saying?",begood
"If i say ""wtg"", what am i telling you?",waytogo
"If i say ""xme"" what am i telling you?",excuseme
I love spinach what am i?,popeye
I look like something that sonic the hedgehog would fun collecting. ,funyuns
"Known to be the fastest of my kind, I'm first known as being terrible.  After time, I end up heavy. ",badminton
"I appear to be a hulking brute, but in reality, i am a gentle giant, my name can also mean an expression of anger or frustration",aaarrrgghh
A chest that doesn't feel good. ,coffer
What is white and black and mainly used to make things look old,oldcameras
"If you win this famous race, forget Champagne, try fried chucken",bluegrass
"Read one way, I am under great strain; but read the other way, I am sweet and pleasing. ",desserts
What did the hamburger buy his sweetheart?,onion ring
How do shells get around in the ocean?,taxi crab
Where do bedtime books sleep?,under their covers
A man walks into a bar and immediately falls unconscious. ,it was iron bar
What do you call a person who is afraid of Santa Claus?,claustraophobic
Why did they let the Turkey join the thanksgiving band?,because he had the drumsticks
Who is next to a king on his throne?,his queen
Who do witches stop for on the highway?,witchhikers
What should you say when you meet a ghost in your bedroom?,how do you boo
What boy wizard magically grew a beard each night?,hairy potter
What do computer programmers sing in the shower?,disco
What do you call it when two mice almost collide?,narrow squeak
What kind of sandwich sinks to the bottom of the tub?,submarine sandwich
Why did the clock get sick?,it was run down
Why was the dog kicked out of the flea circus?,because he stole the show
Why did the shower bar turn red?,its towel fell off
What does a newspaper reporter use to dry himself after his shower?,paper towels
What did Obi Wan say to Anakin during the fancy banquet?,use the forks
If a stopper and a bottle cost $2. 10 and the bottle costs $2. 00 more than the stopper. ,five cents
Why was the fisherman arrested?,for packing a rod
What does the artist like to draw best?,his salary
Why is a dirty rug like a bad boy?,both need beating
Why were outlaws the strongest men in the Old West?,they could hold up trains
On which side of a church is the graveyard always situated?,on the outside of course
Where do penguins keep their money?,in a snow bank
A nonstop train leaves Moscow for Leningrad at 60 mph.  Another nonstop train leaves leningrad for Moscow at 40 mph.  How far apartare the trains 1 hour before they pass eachother?,100 miles 6040
Why are artist no good in sports matches?,because they keep drawing
"Two teams were playing soccer against each other.  One player from Team One scored a hat trick (triple goal).  Their teammates were very happy.  But when he scored the fourth goal,their teammates scolded him instead.  How could this be possible?",player scored own goal
What did the scientist get when he crossed a chicken and a cow?,roost beef
Why was the picture sent to jail?,because it was framed
What do you call two witches who live together?,broommates
"Across the canyon, is another, across the cliff, might be another, across the gap, is another. ",crevice
What is as large as a mountain or small as a pea and endlessly swims in a waterless sea?,asteroid
What is made of wood and metal and must be buried before it works?,shovel
Controlled by your hands and feet it would be nothing without a street what is it?,car
My body is timber and i am a boy among men i have a nose without end and an insect for a friend who am i?,pinocchio
"In the forest, this blends in just right, but every december it is covered with lights what is it?",evergreen
"We total ten, but two we make when we are together people may quake what are we?",fists
What can be played with no rules and no winners or losers?,instruments
"Before mt everest was discovered, which was the tallest mountain in the world?",mteverest
What do you do with a dead chemist?,barium
What kind of apple has a short temper?,crabapple
What rains at the north pole?,reindeer
"What has feet and legs, and nothing else?",stockings
"There is a three digit number the second digit is four times as big as the third digit, while the first digit is three less than the second digit what is the number?",141
This veggie is characterized of long stalks or shoots taken from the plant they have a strong odor when cooked and can influence the color or urine,asparagus
"This is a pear-shaped fruit with a rough leathery skin, smooth oily edible flesh, and a large pit in the center it is most used in guacamole dip",avocado
"This dip for chips is a spanish style sauce, mainly consisting of peppers, diced tomatos and spices for a spicy flavor",salsa
This mexican dish is a type of flatbread made of crushed flour or cornmeal and is cooked and then enjoyed hot or cold it is used especially in making quesadllas,tortilla
This crisp stick-shaped roll is often enjoyed with soup or marinara sauce,breadstick
"Popular brands of this delicious treat are yoplait, gogur, and icrave",yogurt
"This small, rolled tortilla usually has meat or cheese filling, and was originally invented in mexico",taqitos
"This dish is defined as small pasta envelopes containing ground meat, cheese, or vegetables",ravioli
"This food is a chop of pork cut perpendicularly to the spine of the pig and usually containing a rib or part of a vertebra, served as an individual portion",porkchops
"This baked italian dish consisting of this and layered with meat or vegetables, cheese, and tomato sauce is one of our favorites can you guess what it is?",lasagna
This baked dish consists of an open-topped pastry case with a savory or sweet filling,flan
This dish is usually consumed at breakfast time with milk,cereal
What kind of cookie is a chocolate sandwich cookie with a creamy white filling?,oreo
This pastry is a fruit pie in which the principal filling ingredient is apples,applepie
"This is a japanese food consisting of cooked vinegared rice sushi-meshi combined with other ingredients, usually raw fish or other seafood",sushi
"I am a bread made with cornmeal, often eaten with beans or jambalaya",cornbread
This food is a tortilla filled with cheese and sometimes chicken before being heated or cooked,quasedilla
"This food is usually grilled and put between two buns, with cheese,tomato and pickles",burger
"It will not die when hung, and will dry when wrung",laundry
The only type of currency that flirted with a british spy,moneypenny
You will have this response if you would go salivating at the mention of a cheeseburger,pavlovian
Sugar on a stick the kids love licking them,lollipop
It is an arctic double breasted formal wear,snowsuit
You feel this sensation when you are dehydrated,thirsty
Transportation of choice for princesses to attend balls,carriage
The only pet who lived in a town where an inordinate number of children fell down wells,lassie
This is the drinkable phase of matter,liquid
It describes an era in history during which lights was hard to come by,darkages
Pirates put their booty in it,chest
Describes a mysterious region and a stylish pair of shorts,bermuda
A famous home without color and with wings,whitehouse
A white horned symbol of purity and grace,unicorn
This is the common vehicle both george j jetson and neil a armstrong drove to work,spaceship
Sport olympians use this to get high jump up in the air,pole
"Other terms for this handy device include hoohicky, doo-dad and watchyamacallit some people are so addicted to this",gadget
This both describes  gorgeous woman and an excellent punch,knockout
The weapon of choice to create the biggest shock,stungun
It could make arrows fly and kites soar what is it?,string
Edible items purchased in large quantities,groceries
It could be a tangly game but can also become a destructive weather phenomenon,twister
Both boats with holes and dirty dishes have this in common,sink
Both old people and owls are said to be possessing this trait,wise
It can be done to buttons and shopping carts what is it?,push
Vikings use this for warmth,pelt
It is one more than a duet,trio
"The ones in the sea are prickly, but the ones on the street might pickpocket you",urchin
"A republican whose name is synonymous with ""glove""",mitt
A reaction to being spooked that takes its name from water-fowl,goosebumps
The surname of the only famous british spy,bond
Can be achieved in a car or as a position during conflict,neutral
When you are a child you are forced to take them when you are an adult you want to take them,naps
These are needed to finish a test,answers
Boxers do this for a living and kids do it in the backseat for free,fight
What dentists battle on a daily basis,cavities
People in love are often bound to this,married
Used to keep prisoners silent and to make temporary repairs on cars,ducttape
"Talks like this, a green wise man does guess my clue, you will",yoda
One of the few vegetables that is routinely consumed with marshmallows,yam
Autumn leaves and bad bowlers wreak havoc on this,gutter
"Batman, archie, betty and veronica all started as these",comicbooks
The ball drops when the clock hits this,midnight
This became a fashion statement in the garden of eden,figleaf
The possession of two left feet will probably rule out your prospects as this kind of professional,dancer
A bird that is too large to fly,bigbird
Serves as a go between in business,middleman
Racers are asked to start these at nascar events,engine
It can be used onstage or to express admiration what is it?,props
Both peaches and a certain couture have this in common,juicy
The preferred color of carpet in this town is red,hollywood
Every team needs one of these before hitting the field get pumped!,peptalk
"If you happen to wear one of these warm garments around, you might get doused in red paint",furcoat
It is a form of mechanism invented so you can discover who is following you,rearview
Makes wooden boys noses grow,fib
The lunch destination of choice for teenagers and hospital employees,cafeteria
